0.000000000000000000e+00,4.068211139620146923e+02,4.147303999984188749e+02
9.990000724792480469e-01,3.937796045084284060e+02,3.907304000008053890e+02
2.986000061035156250e+00,3.709569629643435746e+02,3.787304000001796567e+02
5.856000185012817383e+00,3.628060195558830401e+02,3.787303999983606673e+02
6.855000019073486328e+00,3.693267742825526057e+02,3.907304000008053890e+02
7.855000019073486328e+00,3.921494158266374370e+02,4.027303999996121320e+02
8.855000019073486328e+00,4.149720573704752269e+02,4.147304000002378643e+02
1.071800017356872559e+01,4.133418686889313562e+02,3.907304000008053890e+02
1.228400015830993652e+01,3.725871516461344868e+02,3.907303999989863996e+02
1.328299999237060547e+01,3.515033780292603751e+02,3.907303999989863996e+02
1.542500019073486328e+01,3.579154535107572883e+02,3.787304000001796567e+02
1.702500009536743164e+01,3.823682837363859903e+02,3.907304000008053890e+02
1.848500013351440430e+01,4.166022460520190407e+02,4.267303999990446073e+02
2.049100017547607422e+01,3.970399818717631888e+02,3.907304000008053890e+02
2.149000000953674316e+01,3.709569629643435746e+02,3.787304000001796567e+02
2.248900008201599121e+01,3.563939440743861269e+02,3.787303999983606673e+02
2.348800015449523926e+01,3.628060195558830401e+02,3.667303999995539243e+02
2.653600001335144043e+01,3.986701705535541578e+02,3.907304000008053890e+02
2.803299999237060547e+01,3.970399818717631888e+02,4.147303999984188749e+02
2.903200006484985352e+01,3.970399818717631888e+02,3.907304000008053890e+02
3.003100013732910156e+01,3.856286610997207731e+02,4.027303999996121320e+02
3.102999997138977051e+01,3.725871516461344868e+02,3.667303999995539243e+02
3.298500013351440430e+01,3.676965856010087350e+02,3.787304000001796567e+02
3.453700017929077148e+01,3.725871516461344868e+02,3.787304000001796567e+02
3.598399996757507324e+01,3.905192271448465249e+02,3.907304000008053890e+02
3.698399996757507324e+01,3.954097931899722767e+02,4.147303999984188749e+02
3.798300004005432129e+01,3.954097931902193750e+02,3.907304000008053890e+02
3.940200018882751465e+01,3.937796045081813077e+02,4.027303999996121320e+02
4.101700019836425781e+01,3.693267742825526057e+02,3.907303999989863996e+02
4.201700019836425781e+01,3.660663969192178229e+02,3.787304000001796567e+02
4.301700019836425781e+01,3.725871516461344868e+02,3.907304000008053890e+02
4.401600003242492676e+01,3.856286610997207731e+02,3.907304000008053890e+02
4.541500020027160645e+01,3.888890384633026542e+02,3.907304000008053890e+02
4.817700004577636719e+01,3.839984724179298041e+02,3.907303999989863996e+02
4.917700004577636719e+01,3.725871516461344868e+02,4.027303999996121320e+02
5.017700004577636719e+01,3.709569629643435746e+02,3.907304000008053890e+02
5.117600011825561523e+01,3.872588497815117421e+02,4.027303999996121320e+02
5.294300007820129395e+01,3.888890384630555559e+02,3.907304000008053890e+02
5.448100018501281738e+01,3.774777176912602386e+02,3.907304000008053890e+02
5.548000001907348633e+01,3.693267742827997040e+02,3.907304000008053890e+02
5.701500010490417480e+01,3.791079063730512075e+02,3.907304000008053890e+02
5.801400017738342285e+01,4.003003592350979716e+02,4.027303999996121320e+02
5.943300008773803711e+01,4.051909252802237233e+02,4.027303999996121320e+02
6.100699996948242188e+01,3.660663969192178229e+02,3.787304000001796567e+02
6.200600004196166992e+01,3.628060195558830401e+02,3.667303999995539243e+02
6.300500011444091797e+01,3.611758308740920711e+02,3.787304000001796567e+02
6.400400018692016602e+01,3.693267742825526057e+02,4.027303999996121320e+02
6.543700003623962402e+01,3.905192271450936232e+02,4.027303999996121320e+02
6.819400000572204590e+01,3.872588497815117421e+02,3.907304000008053890e+02
6.919300007820129395e+01,3.774777176912602386e+02,3.907304000008053890e+02
7.019200015068054199e+01,3.709569629643435746e+02,3.787304000001796567e+02
7.119200015068054199e+01,3.709569629643435746e+02,3.907304000008053890e+02
7.303400015830993652e+01,3.970399818717631888e+02,4.027303999996121320e+02
7.455500006675720215e+01,4.068211139620146923e+02,4.027303999996121320e+02
7.555400013923645020e+01,3.954097931899722767e+02,3.907304000008053890e+02
7.817600011825561523e+01,3.611758308740920711e+02,3.787304000001796567e+02
7.917500019073486328e+01,3.579154535107572883e+02,3.667303999995539243e+02
8.070600008964538574e+01,3.709569629643435746e+02,3.787304000001796567e+02
8.230700016021728516e+01,3.856286610997207731e+02,3.907303999989863996e+02
8.330599999427795410e+01,4.035607365986799095e+02,4.267303999990446073e+02
8.430599999427795410e+01,4.035607365986799095e+02,4.027303999996121320e+02
8.530500006675720215e+01,3.986701705533070594e+02,3.907304000008053890e+02
8.842900013923645020e+01,3.709569629643435746e+02,4.027303999996121320e+02
9.057100009918212891e+01,3.807380950545950213e+02,3.907304000008053890e+02
9.157100009918212891e+01,3.839984724181769025e+02,3.907304000008053890e+02
9.257000017166137695e+01,3.774777176912602386e+02,3.907303999989863996e+02
9.356900000572204590e+01,3.823682837363859903e+02,3.787304000001796567e+02
9.540799999237060547e+01,3.921494158266374370e+02,3.907303999989863996e+02
9.830599999427795410e+01,3.644362082374268539e+02,3.667303999995539243e+02
9.930599999427795410e+01,3.611758308740920711e+02,3.547303999989281920e+02
1.003050000667572021e+02,3.611758308740920711e+02,3.907303999989863996e+02
1.013050000667572021e+02,3.725871516461344868e+02,4.027303999996121320e+02
1.029460000991821289e+02,4.019305479168889406e+02,4.027303999996121320e+02
1.045199999809265137e+02,4.149720573704752269e+02,4.027303999996121320e+02
1.055199999809265137e+02,4.133418686886842579e+02,4.027303999996121320e+02
1.070610001087188721e+02,3.693267742827997040e+02,3.907303999989863996e+02
1.080600001811981201e+02,3.449826233025907527e+02,3.907303999989863996e+02
1.096970000267028809e+02,3.384618685756740888e+02,3.547303999989281920e+02
1.112880001068115234e+02,4.051909252802237233e+02,4.147304000002378643e+02
1.122870001792907715e+02,4.214928120971447925e+02,4.147304000002378643e+02
1.132860000133514404e+02,4.019305479168889406e+02,3.907304000008053890e+02
1.142870001792907715e+02,3.921494158266374370e+02,4.027303999996121320e+02
1.160230000019073486e+02,3.628060195558830401e+02,3.907303999989863996e+02
1.193340001106262207e+02,3.937796045081813077e+02,4.027303999996121320e+02
1.203330001831054688e+02,4.035607365984328112e+02,4.027303999996121320e+02
1.213320000171661377e+02,4.019305479168889406e+02,4.027303999996121320e+02
1.223310000896453857e+02,3.823682837363859903e+02,3.787304000001796567e+02
1.239420001506805420e+02,3.595456421925482005e+02,3.667303999995539243e+02
1.255110001564025879e+02,3.660663969192178229e+02,3.907304000008053890e+02
1.265099999904632568e+02,3.888890384633026542e+02,3.907304000008053890e+02
1.279300000667572021e+02,4.003003592350979716e+02,3.907304000008053890e+02
1.289300000667572021e+02,3.937796045081813077e+02,3.907304000008053890e+02
1.305400002002716064e+02,3.774777176912602386e+02,4.027303999996121320e+02
1.320410001277923584e+02,3.644362082374268539e+02,3.907303999989863996e+02
1.330400002002716064e+02,3.774777176912602386e+02,3.907304000008053890e+02
1.340390000343322754e+02,3.888890384633026542e+02,4.027303999996121320e+02
1.350390000343322754e+02,4.019305479168889406e+02,4.147303999984188749e+02
1.364340000152587891e+02,3.986701705535541578e+02,4.027303999996121320e+02
1.404990000724792480e+02,3.693267742825526057e+02,3.907304000008053890e+02
1.414990000724792480e+02,3.823682837363859903e+02,4.027303999996121320e+02
1.424990000724792480e+02,3.888890384630555559e+02,3.907304000008053890e+02
1.434980001449584961e+02,3.905192271448465249e+02,4.027303999996121320e+02
1.455440001487731934e+02,3.725871516461344868e+02,3.787304000001796567e+02
1.470570001602172852e+02,3.644362082376739522e+02,3.907303999989863996e+02
1.484650001525878906e+02,4.035607365984328112e+02,4.027303999996121320e+02
1.494639999866485596e+02,4.133418686886842579e+02,4.147303999984188749e+02
